									2018 Outcome														2016 Outcome														2014 Outcome														2012 Outcome														2010 Outcome													
9	1017	Chambers	AL	9	3	1017	Chambers	AL	11309	4,777	42.20%	6,524	57.70%	1,747	15.40%	R	R1		ffcccc	0.618	1	1.6	13,719	5,796	42.20%	7,907	57.60%	2,111	15.40%	R	R1		ffcccc	0.618	1	1.6	8,209	3,592	43.80%	4,609	56.10%	1,017	12.40%	R	R1		ffcccc	0.618	1	1.6	14,282	6,657	46.60%	7,610	53.30%	953	6.70%	R	R1		ffcccc	0.618	1	1.6	10,332	4,664	45.10%	5,665	54.80%	1,001	9.70%	R	R1		ffcccc	0.618	1	1.6
10	1019	Cherokee	AL	10		1019	Cherokee	AL	8463	1,364	16.10%	7,092	83.80%	5,728	67.70%	R	R4		ff0000	0.618	1	1.6	10,421	1,702	16.30%	8,707	83.60%	7,005	67.20%	R	R4		ff0000	0.618	1	1.6	6,716	1,392	20.70%	5,314	79.10%	3,922	58.40%	R	R3		ff7878	0.618	1	1.6	9,502	2,156	22.70%	7,332	77.20%	5,176	54.50%	R	R3		ff7878	0.618	1	1.6	7,143	2,009	28.10%	5,128	71.80%	3,119	43.70%	R	R3		ff7878	0.618	1	1.6
11	1021	Chilton	AL	11	6	1021	Chilton	AL	13700	2,198	16.00%	11,498	83.90%	9,300	67.90%	R	R4		ff0000	0.618	1	1.6	17,731	2,996	16.90%	14,723	83.00%	11,727	66.10%	R	R4		ff0000	0.618	1	1.6	11,252	2,040	18.10%	9,208	81.80%	7,168	63.70%	R	R4		ff0000	0.618	1	1.6	16,905	4,251	25.10%	12,624	74.70%	8,373	49.50%	R	R3		ff7878	0.618	1	1.6	11,230	0	0.00%	11,090	98.80%	11,090	98.80%	R	R5		990000	0.618	1	1.6
12	1023	Choctaw	AL	12	7	1023	Choctaw	AL	3655	3,520	96.30%	0	0.00%	3,385	-96.30%	D	B5		80	0.618	1	1.6	4,426	4,332	97.90%	0	0.00%	4,238	-97.90%	D	B5		80	0.618	1	1.6	2,653	2,608	98.30%	0	0.00%	2,563	-98.30%	D	B5		80	0.618	1	1.6	7,234	4,181	57.80%	3,051	42.20%	1,130	-15.60%	D	B1		cce5ff	0.618	1	1.6	6,219	3,486	56.10%	2,730	43.90%	756	-12.20%	D	B1		cce5ff	0.618	1	1.6
13	1025	Clarke	AL	13		1025	Clarke	AL	8007	5,254	65.60%	2,645	33.00%	2,609	-32.60%	D	B2		99ccff	0.618	1	1.6	8,189	5,214	63.70%	2,848	34.80%	2,366	-28.90%	D	B2		99ccff	0.618	1	1.6	6,248	4,072	65.20%	2,128	34.10%	1,944	-31.10%	D	B2		99ccff	0.618	1	1.6	12,079	5,071	42.00%	6,961	57.60%	1,890	15.60%	R	R1		ffcccc	0.618	1	1.6	9,232	2,960	32.10%	5,767	62.50%	2,807	30.40%	R	R2		ff9999	0.618	1	1.6
14	1027	Clay	AL	14	3	1027	Clay	AL	5382	1,051	19.50%	4,331	80.50%	3,280	60.90%	R	R4		ff0000	0.618	1	1.6	6,552	1,317	20.10%	5,231	79.80%	3,914	59.70%	R	R4		ff0000	0.618	1	1.6	4,381	983	22.40%	3,392	77.40%	2,409	55.00%	R	R3		ff7878	0.618	1	1.6	6,518	1,726	26.50%	4,786	73.40%	3,060	46.90%	R	R3		ff7878	0.618	1	1.6	5,248	1,345	25.60%	3,899	74.30%	2,554	48.70%	R	R3		ff7878	0.618	1	1.6
15	1029	Cleburne	AL	15	3	1029	Cleburne	AL	4415	462	10.50%	3,950	89.50%	3,488	79.00%	R	R5		990000	0.618	1	1.6	6,417	769	12.00%	5,644	88.00%	4,875	76.00%	R	R4		ff0000	0.618	1	1.6	3,808	530	13.90%	3,273	86.00%	2,743	72.00%	R	R4		ff0000	0.618	1	1.6	6,085	938	15.40%	5,140	84.50%	4,202	69.10%	R	R4		ff0000	0.618	1	1.6	5,115	940	18.40%	4,166	81.40%	3,226	63.10%	R	R4		ff0000	0.618	1	1.6
16	1031	Coffee	AL	16	2	1031	Coffee	AL	15926	4,142	26.00%	11,754	73.80%	7,612	47.80%	R	R3		ff7878	0.618	1	1.6	19,881	5,917	29.80%	10,877	54.70%	4,960	24.90%	R	R2		ff9999	0.618	1	1.6	10,924	2,257	20.70%	8,647	79.20%	6,390	58.50%	R	R3		ff7878	0.618	1	1.6	19,453	4,992	25.70%	14,437	74.20%	9,445	48.60%	R	R3		ff7878	0.618	1	1.6	15,158	6,472	42.70%	8,663	57.20%	2,191	14.50%	R	R1		ffcccc	0.618	1	1.6
17	1033	Colbert	AL	17	4	1033	Colbert	AL	20617	6,912	33.50%	13,694	66.40%	6,782	32.90%	R	R2		ff9999	0.618	1	1.6	16,995	0	0.00%	16,676	98.10%	16,357	98.10%	R	R5		990000	0.618	1	1.6	10,043	0	0.00%	9,835	97.90%	9,627	97.90%	R	R5		990000	0.618	1	1.6	22,630	9,317	41.20%	13,306	58.80%	3,989	17.60%	R	R1		ffcccc	0.618	1	1.6	16,730	8,235	49.20%	8,486	50.70%	251	1.50%	R	P		ff00ff	0.618	1	1.6
18	1035	Conecuh	AL	18	2	1035	Conecuh	AL	4855	2,463	50.70%	2,391	49.20%	72	-1.50%	D	P		ff00ff	0.618	1	1.6	6,141	3,209	52.30%	2,889	47.00%	320	-5.20%	D	B1		cce5ff	0.618	1	1.6	4,471	2,254	50.40%	2,214	49.50%	40	-0.90%	D	P		ff00ff	0.618	1	1.6	6,402	3,439	53.70%	2,953	46.10%	486	-7.60%	D	B1		cce5ff	0.618	1	1.6	5,168	3,167	61.30%	1,994	38.60%	1,173	-22.70%	D	B2		99ccff	0.618	1	1.6
19	1037	Coosa	AL	19	6	1037	Coosa	AL	4257	1,439	33.80%	2,814	66.10%	1,375	32.30%	R	R2		ff9999	0.618	1	1.6	5,106	1,766	34.60%	3,337	65.40%	1,571	30.80%	R	R2		ff9999	0.618	1	1.6	3,746	1,507	40.20%	2,236	59.70%	729	19.50%	R	R1		ffcccc	0.618	1	1.6	5,045	2,259	44.80%	2,781	55.10%	522	10.30%	R	R1		ffcccc	0.618	1	1.6	4,197	1,722	41.00%	2,470	58.90%	748	17.80%	R	R1		ffcccc	0.618	1	1.6
20	1039	Covington	AL	20	2	1039	Covington	AL	11991	2,363	19.70%	9,617	80.20%	7,254	60.50%	R	R4		ff0000	0.618	1	1.6	15,108	3,759	24.90%	9,540	63.10%	5,781	38.30%	R	R2		ff9999	0.618	1	1.6	7,889	1,437	18.20%	6,447	81.70%	5,010	63.50%	R	R4		ff0000	0.618	1	1.6	15,018	3,198	21.30%	11,793	78.50%	8,595	57.20%	R	R3		ff7878	0.618	1	1.6	12,150	5,028	41.40%	7,108	58.50%	2,080	17.10%	R	R1		ffcccc	0.618	1	1.6
21	1041	Crenshaw	AL	21	2	1041	Crenshaw	AL	5356	1,770	33.00%	3,579	66.80%	1,809	33.80%	R	R2		ff9999	0.618	1	1.6	6,003	2,217	36.90%	3,287	54.80%	1,070	17.80%	R	R1		ffcccc	0.618	1	1.6	4,620	1,346	29.10%	3,271	70.80%	1,925	41.70%	R	R3		ff7878	0.618	1	1.6	6,246	2,070	33.10%	4,176	66.90%	2,106	33.70%	R	R2		ff9999	0.618	1	1.6	5,494	2,995	54.50%	2,497	45.40%	498	-9.10%	D	B1		cce5ff	0.618	1	1.6
22	1043	Cullman	AL	22	4	1043	Cullman	AL	28624	3,359	11.70%	25,245	88.20%	21,886	76.50%	R	R4		ff0000	0.618	1	1.6	33,550	0	0.00%	33,239	99.10%	32,928	99.10%	R	R5		990000	0.618	1	1.6	17,366	0	0.00%	17,240	99.30%	17,114	99.30%	R	R5		990000	0.618	1	1.6	34,119	5,108	15.00%	28,959	84.90%	23,851	69.90%	R	R4		ff0000	0.618	1	1.6	25,938	0	0.00%	25,673	99.00%	25,673	99.00%	R	R5		990000	0.618	1	1.6
23	1045	Dale	AL	23	2	1045	Dale	AL	14233	4,261	29.90%	9,927	69.70%	5,666	39.80%	R	R2		ff9999	0.618	1	1.6	17,999	6,071	33.70%	8,988	49.90%	2,917	16.20%	R	R1		ffcccc	0.618	1	1.6	10,920	2,623	24.00%	8,287	75.90%	5,664	51.90%	R	R3		ff7878	0.618	1	1.6	18,216	5,341	29.30%	12,846	70.50%	7,505	41.20%	R	R3		ff7878	0.618	1	1.6	13,964	6,835	48.90%	7,101	50.90%	266	1.90%	R	P		ff00ff	0.618	1	1.6
24	1047	Dallas	AL	24	7	1047	Dallas	AL	11504	11,206	97.40%	0	0.00%	10,908	-97.40%	D	B5		80	0.618	1	1.6	15,086	14,885	98.70%	0	0.00%	14,684	-98.70%	D	B5		80	0.618	1	1.6	10,150	9,955	98.10%	0	0.00%	9,760	-98.10%	D	B5		80	0.618	1	1.6	20,548	15,556	75.70%	4,971	24.20%	10,585	-51.50%	D	B3		6a5acd	0.618	1	1.6	15,644	11,015	70.40%	4,621	29.50%	6,394	-40.90%	D	B3		6a5acd	0.618	1	1.6
25	1049	DeKalb	AL	25	4	1049	DeKalb	AL	21209	3,699	17.40%	17,469	82.40%	13,770	64.90%	R	R4		ff0000	0.618	1	1.6	21,018	0	0.00%	20,679	98.40%	20,340	98.40%	R	R5		990000	0.618	1	1.6	12,379	0	0.00%	12,134	98.00%	11,889	98.00%	R	R5		990000	0.618	1	1.6	23,328	6,580	28.20%	16,729	71.70%	10,149	43.50%	R	R3		ff7878	0.618	1	1.6	14,635	0	0.00%	14,635	100.00%	14,635	100.00%	R	R5		990000	0.618	1	1.6
26	1051	Elmore	AL	26	2	1051	Elmore	AL	29371	8,292	28.20%	21,018	71.60%	12,726	43.30%	R	R3		ff7878	0.618	1	1.6	35,703	10,573	29.60%	20,519	57.50%	9,946	27.90%	R	R2		ff9999	0.618	1	1.6	20,760	4,487	21.60%	16,244	78.20%	11,757	56.60%	R	R3		ff7878	0.618	1	1.6	34,948	8,896	25.50%	26,023	74.50%	17,127	49.00%	R	R3		ff7878	0.618	1	1.6	26,308	9,072	34.50%	17,197	65.40%	8,125	30.90%	R	R2		ff9999	0.618	1	1.6
27	1053	Escambia	AL	27	1	1053	Escambia	AL	12078	3,763	31.20%	8,313	68.80%	4,550	37.70%	R	R2		ff9999	0.618	1	1.6	10,270	0	0.00%	10,076	98.10%	9,882	98.10%	R	R5		990000	0.618	1	1.6	8,980	2,578	28.70%	6,396	71.20%	3,818	42.50%	R	R3		ff7878	0.618	1	1.6	9,780	0	0.00%	9,660	98.80%	9,660	98.80%	R	R5		990000	0.618	1	1.6	8,535	0	0.00%	7,458	87.40%	7,458	87.40%	R	R5		990000	0.618	1	1.6
28	1055	Etowah	AL	28	4	1055	Etowah	AL	34421	9,005	26.20%	25,387	73.80%	16,382	47.60%	R	R3		ff7878	0.618	1	1.6	34,642	0	0.00%	33,845	97.70%	33,048	97.70%	R	R5		990000	0.618	1	1.6	19,520	0	0.00%	19,119	97.90%	18,718	97.90%	R	R5		990000	0.618	1	1.6	41,939	12,850	30.60%	29,002	69.20%	16,152	38.50%	R	R2		ff9999	0.618	1	1.6	24,887	0	0.00%	24,423	98.10%	24,423	98.10%	R	R5		990000	0.618	1	1.6
29	1057	Fayette	AL	29	4	1057	Fayette	AL	7355	1,493	20.30%	5,851	79.60%	4,358	59.30%	R	R3		ff7878	0.618	1	1.6	6,751	0	0.00%	6,692	99.10%	6,633	99.10%	R	R5		990000	0.618	1	1.6	5,172	0	0.00%	5,135	99.30%	5,098	99.30%	R	R5		990000	0.618	1	1.6	7,769	2,239	28.80%	5,519	71.00%	3,280	42.20%	R	R3		ff7878	0.618	1	1.6	4,757	0	0.00%	4,696	98.70%	4,696	98.70%	R	R5		990000	0.618	1	1.6
30	1059	Franklin	AL	30	4	1059	Franklin	AL	8729	1,866	21.40%	6,850	78.50%	4,984	57.10%	R	R3		ff7878	0.618	1	1.6	9,188	0	0.00%	9,063	98.60%	8,938	98.60%	R	R5		990000	0.618	1	1.6	5,268	0	0.00%	5,195	98.60%	5,122	98.60%	R	R5		990000	0.618	1	1.6	10,645	3,303	31.00%	7,328	68.80%	4,025	37.80%	R	R2		ff9999	0.618	1	1.6	6,223	0	0.00%	6,132	98.50%	6,132	98.50%	R	R5		990000	0.618	1	1.6
31	1061	Geneva	AL	31	2	1061	Geneva	AL	8941	1,544	17.30%	7,365	82.40%	5,821	65.10%	R	R4		ff0000	0.618	1	1.6	11,249	3,537	31.40%	5,556	49.40%	2,019	17.90%	R	R1		ffcccc	0.618	1	1.6	7,308	1,138	15.60%	6,164	84.30%	5,026	68.80%	R	R4		ff0000	0.618	1	1.6	11,110	2,105	18.90%	8,987	80.90%	6,882	61.90%	R	R4		ff0000	0.618	1	1.6	9,652	4,364	45.20%	5,275	54.70%	911	9.40%	R	R1		ffcccc	0.618	1	1.6
32	1063	Greene	AL	32	7	1063	Greene	AL	3632	3,610	99.40%	0	0.00%	3,588	-99.40%	D	B5		80	0.618	1	1.6	4,231	4,206	99.40%	0	0.00%	4,181	-99.40%	D	B5		80	0.618	1	1.6	3,029	3,020	99.70%	0	0.00%	3,011	-99.70%	D	B5		80	0.618	1	1.6	5,205	4,551	87.40%	653	12.50%	3,898	-74.90%	D	B4		0000cd	0.618	1	1.6	4,292	3,664	85.40%	622	14.50%	3,042	-70.90%	D	B4		0000cd	0.618	1	1.6
33	1065	Hale	AL	33	7	1065	Hale	AL	4767	4,658	97.70%	0	0.00%	4,549	-97.70%	D	B5		80	0.618	1	1.6	5,795	5,703	98.40%	0	0.00%	5,611	-98.40%	D	B5		80	0.618	1	1.6	3,818	3,763	98.60%	0	0.00%	3,708	-98.60%	D	B5		80	0.618	1	1.6	8,258	5,860	71.00%	2,392	29.00%	3,468	-42.00%	D	B3		6a5acd	0.618	1	1.6	6,354	4,242	66.80%	2,105	33.10%	2,137	-33.60%	D	B2		99ccff	0.618	1	1.6
34	1067	Henry	AL	34	2	1067	Henry	AL	6681	2,253	33.70%	4,418	66.10%	2,165	32.40%	R	R2		ff9999	0.618	1	1.6	7,736	3,127	40.40%	3,464	44.80%	337	4.40%	R	R1		ffcccc	0.618	1	1.6	5,086	1,701	33.40%	3,380	66.50%	1,679	33.00%	R	R2		ff9999	0.618	1	1.6	8,563	2,984	34.80%	5,564	65.00%	2,580	30.10%	R	R2		ff9999	0.618	1	1.6	6,775	3,561	52.60%	3,194	47.10%	367	-5.40%	D	B1		cce5ff	0.618	1	1.6
35	1069	Houston	AL	35	2	1069	Houston	AL	32131	9,957	31.00%	22,077	68.70%	12,120	37.70%	R	R2		ff9999	0.618	1	1.6	40,954	15,008	36.60%	18,575	45.40%	3,567	8.70%	R	R1		ffcccc	0.618	1	1.6	23,525	5,697	24.20%	17,812	75.70%	12,115	51.50%	R	R3		ff7878	0.618	1	1.6	41,218	12,249	29.70%	28,942	70.20%	16,693	40.50%	R	R3		ff7878	0.618	1	1.6	32,625	15,026	46.10%	17,542	53.80%	2,516	7.70%	R	R1		ffcccc	0.618	1	1.6
36	1071	Jackson	AL	36		1071	Jackson	AL	15581	3,522	22.60%	12,049	77.30%	8,527	54.70%	R	R3		ff7878	0.618	1	1.6	20,073	4,527	22.60%	15,520	77.30%	10,993	54.80%	R	R3		ff7878	0.618	1	1.6	10,193	0	0.00%	7,964	78.10%	5,759	78.10%	R	R4		ff0000	0.618	1	1.6	19,691	6,170	31.30%	13,493	68.50%	7,323	37.20%	R	R2		ff9999	0.618	1	1.6	15,214	6,900	45.40%	8,302	54.60%	1,402	9.20%	R	R1		ffcccc	0.618	1	1.6
37	1073	Jefferson	AL	37		1073	Jefferson	AL	244166	146,384	60.00%	96,484	39.50%	49,900	-20.40%	D	B1		cce5ff	0.618	5	5.6	284,711	160,844	56.50%	122,666	43.10%	38,178	-13.40%	D	B1		cce5ff	0.618	5	5.6	156,182	86,724	55.50%	68,671	44.00%	18,053	-11.60%	D	B1		cce5ff	0.618	3	3.6	298,415	163,895	54.90%	134,172	45.00%	29,723	-10.00%	D	B1		cce5ff	0.618	5	5.6	191,251	75,050	39.20%	113,813	59.50%	38,763	20.30%	R	R1		ffcccc	0.618	4	4.6
38	1075	Lamar	AL	38	4	1075	Lamar	AL	5357	824	15.40%	4,532	84.60%	3,708	69.20%	R	R4		ff0000	0.618	1	1.6	5,735	0	0.00%	5,680	99.00%	5,625	99.00%	R	R5		990000	0.618	1	1.6	3,426	0	0.00%	3,394	99.10%	3,362	99.10%	R	R5		990000	0.618	1	1.6	7,012	2,978	42.50%	4,026	57.40%	1,048	14.90%	R	R1		ffcccc	0.618	1	1.6	3,836	0	0.00%	3,797	99.00%	3,797	99.00%	R	R5		990000	0.618	1	1.6
39	1077	Lauderdale	AL	39	5	1077	Lauderdale	AL	30804	10,288	33.40%	20,503	66.60%	10,215	33.20%	R	R2		ff9999	0.618	1	1.6	38,557	11,805	30.60%	26,710	69.30%	14,905	38.70%	R	R2		ff9999	0.618	1	1.6	20,549	0	0.00%	14,379	70.00%	8,278	70.00%	R	R4		ff0000	0.618	1	1.6	36,066	12,871	35.70%	23,138	64.20%	10,267	28.50%	R	R2		ff9999	0.618	1	1.6	27,786	11,875	42.70%	15,881	57.20%	4,006	14.40%	R	R1		ffcccc	0.618	1	1.6
40	1079	Lawrence	AL	40	4	1079	Lawrence	AL	11794	3,183	27.00%	8,605	73.00%	5,422	46.00%	R	R3		ff7878	0.618	1	1.6	10,796	0	0.00%	10,662	98.80%	10,528	98.80%	R	R5		990000	0.618	1	1.6	6,028	0	0.00%	5,944	98.60%	5,860	98.60%	R	R5		990000	0.618	1	1.6	13,786	4,988	36.20%	8,773	63.60%	3,785	27.50%	R	R2		ff9999	0.618	1	1.6	11,532	6,263	54.30%	5,261	45.60%	1,002	-8.70%	D	B1		cce5ff	0.618	1	1.6
41	1081	Lee	AL	41	3	1081	Lee	AL	49314	21,002	42.60%	28,268	57.30%	7,266	14.70%	R	R1		ffcccc	0.618	1	1.6	58,170	21,148	36.40%	36,909	63.50%	15,761	27.10%	R	R2		ff9999	0.618	1	1.6	26,371	9,922	37.60%	16,362	62.00%	6,440	24.40%	R	R2		ff9999	0.618	1	1.6	53,328	20,239	38.00%	32,968	61.80%	12,729	23.90%	R	R2		ff9999	0.618	1	1.6	33,701	12,316	36.50%	21,324	63.30%	9,008	26.70%	R	R2		ff9999	0.618	1	1.6
42	1083	Limestone	AL	42	5	1083	Limestone	AL	33527	10,343	30.80%	23,141	69.00%	12,798	38.20%	R	R2		ff9999	0.618	1	1.6	39,382	10,243	26.00%	29,093	73.90%	18,850	47.90%	R	R3		ff7878	0.618	1	1.6	20,963	0	0.00%	16,472	78.60%	12,054	78.60%	R	R4		ff0000	0.618	1	1.6	34,812	9,943	28.60%	24,848	71.40%	14,905	42.80%	R	R3		ff7878	0.618	1	1.6	25,994	9,607	37.00%	16,361	62.90%	6,754	26.00%	R	R2		ff9999	0.618	1	1.6
43	1085	Lowndes	AL	43	7	1085	Lowndes	AL	3908	3,831	98.00%	0	0.00%	3,754	-98.00%	D	B5		80	0.618	1	1.6	5,235	5,174	98.80%	0	0.00%	5,113	-98.80%	D	B5		80	0.618	1	1.6	3,391	3,364	99.20%	0	0.00%	3,337	-99.20%	D	B5		80	0.618	1	1.6	7,191	5,681	79.00%	1,505	20.90%	4,176	-58.10%	D	B3		6a5acd	0.618	1	1.6	5,222	3,875	74.20%	1,343	25.70%	2,532	-48.50%	D	B3		6a5acd	0.618	1	1.6
44	1087	Macon	AL	44	3	1087	Macon	AL	7227	5,988	82.90%	1,235	17.10%	4,753	-65.80%	D	B4		0000cd	0.618	1	1.6	9,007	7,400	82.20%	1,600	17.80%	5,800	-64.40%	D	B4		0000cd	0.618	1	1.6	5,611	4,676	83.30%	924	16.50%	3,752	-66.90%	D	B4		0000cd	0.618	1	1.6	10,092	8,378	83.00%	1,706	16.90%	6,672	-66.10%	D	B4		0000cd	0.618	1	1.6	7,497	6,244	83.30%	1,249	16.70%	4,995	-66.60%	D	B4		0000cd	0.618	1	1.6
45	1089	Madison	AL	45	5	1089	Madison	AL	141390	66,424	47.00%	74,838	52.90%	8,414	6.00%	R	R1		ffcccc	0.618	3	3.6	160,698	63,664	39.60%	96,739	60.20%	33,075	20.60%	R	R1		ffcccc	0.618	3	3.6	77,011	0	0.00%	55,356	71.90%	34,118	71.90%	R	R4		ff0000	0.618	2	2.6	152,522	59,558	39.00%	92,764	60.80%	33,206	21.80%	R	R2		ff9999	0.618	3	3.6	108,384	44,448	41.00%	63,853	58.90%	19,405	17.90%	R	R1		ffcccc	0.618	2	2.6
46	1091	Marengo	AL	46	7	1091	Marengo	AL	5423	5,269	97.20%	0	0.00%	5,115	-97.20%	D	B5		80	0.618	1	1.6	7,482	7,343	98.10%	0	0.00%	7,204	-98.10%	D	B5		80	0.618	1	1.6	4,511	4,445	98.50%	0	0.00%	4,379	-98.50%	D	B5		80	0.618	1	1.6	11,162	6,784	60.80%	4,368	39.10%	2,416	-21.60%	D	B2		99ccff	0.618	1	1.6	8,736	4,986	57.10%	3,736	42.80%	1,250	-14.30%	D	B1		cce5ff	0.618	1	1.6
47	1093	Marion	AL	47	4	1093	Marion	AL	9855	1,273	12.90%	8,570	87.00%	7,297	74.00%	R	R4		ff0000	0.618	1	1.6	11,403	0	0.00%	11,283	98.90%	11,163	98.90%	R	R5		990000	0.618	1	1.6	6,617	0	0.00%	6,539	98.80%	6,461	98.80%	R	R5		990000	0.618	1	1.6	11,968	2,558	21.40%	9,392	78.50%	6,834	57.10%	R	R3		ff7878	0.618	1	1.6	7,329	0	0.00%	7,218	98.50%	7,218	98.50%	R	R5		990000	0.618	1	1.6
48	1095	Marshall	AL	48	4	1095	Marshall	AL	27205	4,271	15.70%	22,915	84.20%	18,644	68.50%	R	R4		ff0000	0.618	1	1.6	30,169	0	0.00%	29,774	98.70%	29,379	98.70%	R	R5		990000	0.618	1	1.6	16,657	0	0.00%	16,470	98.90%	16,283	98.90%	R	R5		990000	0.618	1	1.6	31,946	5,795	18.10%	26,098	81.70%	20,303	63.60%	R	R4		ff0000	0.618	1	1.6	22,202	0	0.00%	21,957	98.90%	21,957	98.90%	R	R5		990000	0.618	1	1.6
