,,,,,,,,,2018 Outcome,,,,,,,,,,,,,,2016 Outcome,,,,,,,,,,,,,,2014 Outcome,,,,,,,,,,,,,,2012 Outcome,,,,,,,,,,,,,,2010 Outcome,,,,,,,,,,,,,
9,1017,Chambers,AL,9,3,1017,Chambers,AL,"11,309","4,777",42.2%,"6,524",57.7%,"1,747",15.4%,R,R1,,ffcccc,0.618,1,1.6,"13,719","5,796",42.2%,"7,907",57.6%,"2,111",15.4%,R,R1,,ffcccc,0.618,1,1.6,"8,209","3,592",43.8%,"4,609",56.1%,"1,017",12.4%,R,R1,,ffcccc,0.618,1,1.6,"14,282","6,657",46.6%,"7,610",53.3%,953,6.7%,R,R1,,ffcccc,0.618,1,1.6,"10,332","4,664",45.1%,"5,665",54.8%,"1,001",9.7%,R,R1,,ffcccc,0.618,1,1.6
10,1019,Cherokee,AL,10,,1019,Cherokee,AL,"8,463","1,364",16.1%,"7,092",83.8%,"5,728",67.7%,R,R4,,ff0000,0.618,1,1.6,"10,421","1,702",16.3%,"8,707",83.6%,"7,005",67.2%,R,R4,,ff0000,0.618,1,1.6,"6,716","1,392",20.7%,"5,314",79.1%,"3,922",58.4%,R,R3,,ff7878,0.618,1,1.6,"9,502","2,156",22.7%,"7,332",77.2%,"5,176",54.5%,R,R3,,ff7878,0.618,1,1.6,"7,143","2,009",28.1%,"5,128",71.8%,"3,119",43.7%,R,R3,,ff7878,0.618,1,1.6
11,1021,Chilton,AL,11,6,1021,Chilton,AL,"13,700","2,198",16.0%,"11,498",83.9%,"9,300",67.9%,R,R4,,ff0000,0.618,1,1.6,"17,731","2,996",16.9%,"14,723",83.0%,"11,727",66.1%,R,R4,,ff0000,0.618,1,1.6,"11,252","2,040",18.1%,"9,208",81.8%,"7,168",63.7%,R,R4,,ff0000,0.618,1,1.6,"16,905","4,251",25.1%,"12,624",74.7%,"8,373",49.5%,R,R3,,ff7878,0.618,1,1.6,"11,230",0,0.0%,"11,090",98.8%,"11,090",98.8%,R,R5,,990000,0.618,1,1.6
12,1023,Choctaw,AL,12,7,1023,Choctaw,AL,"3,655","3,520",96.3%,0,0.0%,"3,385",-96.3%,D,B5,,000080,0.618,1,1.6,"4,426","4,332",97.9%,0,0.0%,"4,238",-97.9%,D,B5,,000080,0.618,1,1.6,"2,653","2,608",98.3%,0,0.0%,"2,563",-98.3%,D,B5,,000080,0.618,1,1.6,"7,234","4,181",57.8%,"3,051",42.2%,"1,130",-15.6%,D,B1,,cce5ff,0.618,1,1.6,"6,219","3,486",56.1%,"2,730",43.9%,756,-12.2%,D,B1,,cce5ff,0.618,1,1.6
13,1025,Clarke,AL,13,,1025,Clarke,AL,"8,007","5,254",65.6%,"2,645",33.0%,"2,609",-32.6%,D,B2,,99ccff,0.618,1,1.6,"8,189","5,214",63.7%,"2,848",34.8%,"2,366",-28.9%,D,B2,,99ccff,0.618,1,1.6,"6,248","4,072",65.2%,"2,128",34.1%,"1,944",-31.1%,D,B2,,99ccff,0.618,1,1.6,"12,079","5,071",42.0%,"6,961",57.6%,"1,890",15.6%,R,R1,,ffcccc,0.618,1,1.6,"9,232","2,960",32.1%,"5,767",62.5%,"2,807",30.4%,R,R2,,ff9999,0.618,1,1.6
14,1027,Clay,AL,14,3,1027,Clay,AL,"5,382","1,051",19.5%,"4,331",80.5%,"3,280",60.9%,R,R4,,ff0000,0.618,1,1.6,"6,552","1,317",20.1%,"5,231",79.8%,"3,914",59.7%,R,R4,,ff0000,0.618,1,1.6,"4,381",983,22.4%,"3,392",77.4%,"2,409",55.0%,R,R3,,ff7878,0.618,1,1.6,"6,518","1,726",26.5%,"4,786",73.4%,"3,060",46.9%,R,R3,,ff7878,0.618,1,1.6,"5,248","1,345",25.6%,"3,899",74.3%,"2,554",48.7%,R,R3,,ff7878,0.618,1,1.6
15,1029,Cleburne,AL,15,3,1029,Cleburne,AL,"4,415",462,10.5%,"3,950",89.5%,"3,488",79.0%,R,R5,,990000,0.618,1,1.6,"6,417",769,12.0%,"5,644",88.0%,"4,875",76.0%,R,R4,,ff0000,0.618,1,1.6,"3,808",530,13.9%,"3,273",86.0%,"2,743",72.0%,R,R4,,ff0000,0.618,1,1.6,"6,085",938,15.4%,"5,140",84.5%,"4,202",69.1%,R,R4,,ff0000,0.618,1,1.6,"5,115",940,18.4%,"4,166",81.4%,"3,226",63.1%,R,R4,,ff0000,0.618,1,1.6
16,1031,Coffee,AL,16,2,1031,Coffee,AL,"15,926","4,142",26.0%,"11,754",73.8%,"7,612",47.8%,R,R3,,ff7878,0.618,1,1.6,"19,881","5,917",29.8%,"10,877",54.7%,"4,960",24.9%,R,R2,,ff9999,0.618,1,1.6,"10,924","2,257",20.7%,"8,647",79.2%,"6,390",58.5%,R,R3,,ff7878,0.618,1,1.6,"19,453","4,992",25.7%,"14,437",74.2%,"9,445",48.6%,R,R3,,ff7878,0.618,1,1.6,"15,158","6,472",42.7%,"8,663",57.2%,"2,191",14.5%,R,R1,,ffcccc,0.618,1,1.6
17,1033,Colbert,AL,17,4,1033,Colbert,AL,"20,617","6,912",33.5%,"13,694",66.4%,"6,782",32.9%,R,R2,,ff9999,0.618,1,1.6,"16,995",0,0.0%,"16,676",98.1%,"16,357",98.1%,R,R5,,990000,0.618,1,1.6,"10,043",0,0.0%,"9,835",97.9%,"9,627",97.9%,R,R5,,990000,0.618,1,1.6,"22,630","9,317",41.2%,"13,306",58.8%,"3,989",17.6%,R,R1,,ffcccc,0.618,1,1.6,"16,730","8,235",49.2%,"8,486",50.7%,251,1.5%,R,P,,ff00ff,0.618,1,1.6
18,1035,Conecuh,AL,18,2,1035,Conecuh,AL,"4,855","2,463",50.7%,"2,391",49.2%,72,-1.5%,D,P,,ff00ff,0.618,1,1.6,"6,141","3,209",52.3%,"2,889",47.0%,320,-5.2%,D,B1,,cce5ff,0.618,1,1.6,"4,471","2,254",50.4%,"2,214",49.5%,40,-0.9%,D,P,,ff00ff,0.618,1,1.6,"6,402","3,439",53.7%,"2,953",46.1%,486,-7.6%,D,B1,,cce5ff,0.618,1,1.6,"5,168","3,167",61.3%,"1,994",38.6%,"1,173",-22.7%,D,B2,,99ccff,0.618,1,1.6
19,1037,Coosa,AL,19,6,1037,Coosa,AL,"4,257","1,439",33.8%,"2,814",66.1%,"1,375",32.3%,R,R2,,ff9999,0.618,1,1.6,"5,106","1,766",34.6%,"3,337",65.4%,"1,571",30.8%,R,R2,,ff9999,0.618,1,1.6,"3,746","1,507",40.2%,"2,236",59.7%,729,19.5%,R,R1,,ffcccc,0.618,1,1.6,"5,045","2,259",44.8%,"2,781",55.1%,522,10.3%,R,R1,,ffcccc,0.618,1,1.6,"4,197","1,722",41.0%,"2,470",58.9%,748,17.8%,R,R1,,ffcccc,0.618,1,1.6
20,1039,Covington,AL,20,2,1039,Covington,AL,"11,991","2,363",19.7%,"9,617",80.2%,"7,254",60.5%,R,R4,,ff0000,0.618,1,1.6,"15,108","3,759",24.9%,"9,540",63.1%,"5,781",38.3%,R,R2,,ff9999,0.618,1,1.6,"7,889","1,437",18.2%,"6,447",81.7%,"5,010",63.5%,R,R4,,ff0000,0.618,1,1.6,"15,018","3,198",21.3%,"11,793",78.5%,"8,595",57.2%,R,R3,,ff7878,0.618,1,1.6,"12,150","5,028",41.4%,"7,108",58.5%,"2,080",17.1%,R,R1,,ffcccc,0.618,1,1.6
21,1041,Crenshaw,AL,21,2,1041,Crenshaw,AL,"5,356","1,770",33.0%,"3,579",66.8%,"1,809",33.8%,R,R2,,ff9999,0.618,1,1.6,"6,003","2,217",36.9%,"3,287",54.8%,"1,070",17.8%,R,R1,,ffcccc,0.618,1,1.6,"4,620","1,346",29.1%,"3,271",70.8%,"1,925",41.7%,R,R3,,ff7878,0.618,1,1.6,"6,246","2,070",33.1%,"4,176",66.9%,"2,106",33.7%,R,R2,,ff9999,0.618,1,1.6,"5,494","2,995",54.5%,"2,497",45.4%,498,-9.1%,D,B1,,cce5ff,0.618,1,1.6
22,1043,Cullman,AL,22,4,1043,Cullman,AL,"28,624","3,359",11.7%,"25,245",88.2%,"21,886",76.5%,R,R4,,ff0000,0.618,1,1.6,"33,550",0,0.0%,"33,239",99.1%,"32,928",99.1%,R,R5,,990000,0.618,1,1.6,"17,366",0,0.0%,"17,240",99.3%,"17,114",99.3%,R,R5,,990000,0.618,1,1.6,"34,119","5,108",15.0%,"28,959",84.9%,"23,851",69.9%,R,R4,,ff0000,0.618,1,1.6,"25,938",0,0.0%,"25,673",99.0%,"25,673",99.0%,R,R5,,990000,0.618,1,1.6
23,1045,Dale,AL,23,2,1045,Dale,AL,"14,233","4,261",29.9%,"9,927",69.7%,"5,666",39.8%,R,R2,,ff9999,0.618,1,1.6,"17,999","6,071",33.7%,"8,988",49.9%,"2,917",16.2%,R,R1,,ffcccc,0.618,1,1.6,"10,920","2,623",24.0%,"8,287",75.9%,"5,664",51.9%,R,R3,,ff7878,0.618,1,1.6,"18,216","5,341",29.3%,"12,846",70.5%,"7,505",41.2%,R,R3,,ff7878,0.618,1,1.6,"13,964","6,835",48.9%,"7,101",50.9%,266,1.9%,R,P,,ff00ff,0.618,1,1.6
24,1047,Dallas,AL,24,7,1047,Dallas,AL,"11,504","11,206",97.4%,0,0.0%,"10,908",-97.4%,D,B5,,000080,0.618,1,1.6,"15,086","14,885",98.7%,0,0.0%,"14,684",-98.7%,D,B5,,000080,0.618,1,1.6,"10,150","9,955",98.1%,0,0.0%,"9,760",-98.1%,D,B5,,000080,0.618,1,1.6,"20,548","15,556",75.7%,"4,971",24.2%,"10,585",-51.5%,D,B3,,6a5acd,0.618,1,1.6,"15,644","11,015",70.4%,"4,621",29.5%,"6,394",-40.9%,D,B3,,6a5acd,0.618,1,1.6
25,1049,DeKalb,AL,25,4,1049,DeKalb,AL,"21,209","3,699",17.4%,"17,469",82.4%,"13,770",64.9%,R,R4,,ff0000,0.618,1,1.6,"21,018",0,0.0%,"20,679",98.4%,"20,340",98.4%,R,R5,,990000,0.618,1,1.6,"12,379",0,0.0%,"12,134",98.0%,"11,889",98.0%,R,R5,,990000,0.618,1,1.6,"23,328","6,580",28.2%,"16,729",71.7%,"10,149",43.5%,R,R3,,ff7878,0.618,1,1.6,"14,635",0,0.0%,"14,635",100.0%,"14,635",100.0%,R,R5,,990000,0.618,1,1.6
26,1051,Elmore,AL,26,2,1051,Elmore,AL,"29,371","8,292",28.2%,"21,018",71.6%,"12,726",43.3%,R,R3,,ff7878,0.618,1,1.6,"35,703","10,573",29.6%,"20,519",57.5%,"9,946",27.9%,R,R2,,ff9999,0.618,1,1.6,"20,760","4,487",21.6%,"16,244",78.2%,"11,757",56.6%,R,R3,,ff7878,0.618,1,1.6,"34,948","8,896",25.5%,"26,023",74.5%,"17,127",49.0%,R,R3,,ff7878,0.618,1,1.6,"26,308","9,072",34.5%,"17,197",65.4%,"8,125",30.9%,R,R2,,ff9999,0.618,1,1.6
27,1053,Escambia,AL,27,1,1053,Escambia,AL,"12,078","3,763",31.2%,"8,313",68.8%,"4,550",37.7%,R,R2,,ff9999,0.618,1,1.6,"10,270",0,0.0%,"10,076",98.1%,"9,882",98.1%,R,R5,,990000,0.618,1,1.6,"8,980","2,578",28.7%,"6,396",71.2%,"3,818",42.5%,R,R3,,ff7878,0.618,1,1.6,"9,780",0,0.0%,"9,660",98.8%,"9,660",98.8%,R,R5,,990000,0.618,1,1.6,"8,535",0,0.0%,"7,458",87.4%,"7,458",87.4%,R,R5,,990000,0.618,1,1.6
28,1055,Etowah,AL,28,4,1055,Etowah,AL,"34,421","9,005",26.2%,"25,387",73.8%,"16,382",47.6%,R,R3,,ff7878,0.618,1,1.6,"34,642",0,0.0%,"33,845",97.7%,"33,048",97.7%,R,R5,,990000,0.618,1,1.6,"19,520",0,0.0%,"19,119",97.9%,"18,718",97.9%,R,R5,,990000,0.618,1,1.6,"41,939","12,850",30.6%,"29,002",69.2%,"16,152",38.5%,R,R2,,ff9999,0.618,1,1.6,"24,887",0,0.0%,"24,423",98.1%,"24,423",98.1%,R,R5,,990000,0.618,1,1.6
29,1057,Fayette,AL,29,4,1057,Fayette,AL,"7,355","1,493",20.3%,"5,851",79.6%,"4,358",59.3%,R,R3,,ff7878,0.618,1,1.6,"6,751",0,0.0%,"6,692",99.1%,"6,633",99.1%,R,R5,,990000,0.618,1,1.6,"5,172",0,0.0%,"5,135",99.3%,"5,098",99.3%,R,R5,,990000,0.618,1,1.6,"7,769","2,239",28.8%,"5,519",71.0%,"3,280",42.2%,R,R3,,ff7878,0.618,1,1.6,"4,757",0,0.0%,"4,696",98.7%,"4,696",98.7%,R,R5,,990000,0.618,1,1.6
30,1059,Franklin,AL,30,4,1059,Franklin,AL,"8,729","1,866",21.4%,"6,850",78.5%,"4,984",57.1%,R,R3,,ff7878,0.618,1,1.6,"9,188",0,0.0%,"9,063",98.6%,"8,938",98.6%,R,R5,,990000,0.618,1,1.6,"5,268",0,0.0%,"5,195",98.6%,"5,122",98.6%,R,R5,,990000,0.618,1,1.6,"10,645","3,303",31.0%,"7,328",68.8%,"4,025",37.8%,R,R2,,ff9999,0.618,1,1.6,"6,223",0,0.0%,"6,132",98.5%,"6,132",98.5%,R,R5,,990000,0.618,1,1.6
31,1061,Geneva,AL,31,2,1061,Geneva,AL,"8,941","1,544",17.3%,"7,365",82.4%,"5,821",65.1%,R,R4,,ff0000,0.618,1,1.6,"11,249","3,537",31.4%,"5,556",49.4%,"2,019",17.9%,R,R1,,ffcccc,0.618,1,1.6,"7,308","1,138",15.6%,"6,164",84.3%,"5,026",68.8%,R,R4,,ff0000,0.618,1,1.6,"11,110","2,105",18.9%,"8,987",80.9%,"6,882",61.9%,R,R4,,ff0000,0.618,1,1.6,"9,652","4,364",45.2%,"5,275",54.7%,911,9.4%,R,R1,,ffcccc,0.618,1,1.6
32,1063,Greene,AL,32,7,1063,Greene,AL,"3,632","3,610",99.4%,0,0.0%,"3,588",-99.4%,D,B5,,000080,0.618,1,1.6,"4,231","4,206",99.4%,0,0.0%,"4,181",-99.4%,D,B5,,000080,0.618,1,1.6,"3,029","3,020",99.7%,0,0.0%,"3,011",-99.7%,D,B5,,000080,0.618,1,1.6,"5,205","4,551",87.4%,653,12.5%,"3,898",-74.9%,D,B4,,0000cd,0.618,1,1.6,"4,292","3,664",85.4%,622,14.5%,"3,042",-70.9%,D,B4,,0000cd,0.618,1,1.6
33,1065,Hale,AL,33,7,1065,Hale,AL,"4,767","4,658",97.7%,0,0.0%,"4,549",-97.7%,D,B5,,000080,0.618,1,1.6,"5,795","5,703",98.4%,0,0.0%,"5,611",-98.4%,D,B5,,000080,0.618,1,1.6,"3,818","3,763",98.6%,0,0.0%,"3,708",-98.6%,D,B5,,000080,0.618,1,1.6,"8,258","5,860",71.0%,"2,392",29.0%,"3,468",-42.0%,D,B3,,6a5acd,0.618,1,1.6,"6,354","4,242",66.8%,"2,105",33.1%,"2,137",-33.6%,D,B2,,99ccff,0.618,1,1.6
34,1067,Henry,AL,34,2,1067,Henry,AL,"6,681","2,253",33.7%,"4,418",66.1%,"2,165",32.4%,R,R2,,ff9999,0.618,1,1.6,"7,736","3,127",40.4%,"3,464",44.8%,337,4.4%,R,R1,,ffcccc,0.618,1,1.6,"5,086","1,701",33.4%,"3,380",66.5%,"1,679",33.0%,R,R2,,ff9999,0.618,1,1.6,"8,563","2,984",34.8%,"5,564",65.0%,"2,580",30.1%,R,R2,,ff9999,0.618,1,1.6,"6,775","3,561",52.6%,"3,194",47.1%,367,-5.4%,D,B1,,cce5ff,0.618,1,1.6
35,1069,Houston,AL,35,2,1069,Houston,AL,"32,131","9,957",31.0%,"22,077",68.7%,"12,120",37.7%,R,R2,,ff9999,0.618,1,1.6,"40,954","15,008",36.6%,"18,575",45.4%,"3,567",8.7%,R,R1,,ffcccc,0.618,1,1.6,"23,525","5,697",24.2%,"17,812",75.7%,"12,115",51.5%,R,R3,,ff7878,0.618,1,1.6,"41,218","12,249",29.7%,"28,942",70.2%,"16,693",40.5%,R,R3,,ff7878,0.618,1,1.6,"32,625","15,026",46.1%,"17,542",53.8%,"2,516",7.7%,R,R1,,ffcccc,0.618,1,1.6
36,1071,Jackson,AL,36,,1071,Jackson,AL,"15,581","3,522",22.6%,"12,049",77.3%,"8,527",54.7%,R,R3,,ff7878,0.618,1,1.6,"20,073","4,527",22.6%,"15,520",77.3%,"10,993",54.8%,R,R3,,ff7878,0.618,1,1.6,"10,193",0,0.0%,"7,964",78.1%,"5,759",78.1%,R,R4,,ff0000,0.618,1,1.6,"19,691","6,170",31.3%,"13,493",68.5%,"7,323",37.2%,R,R2,,ff9999,0.618,1,1.6,"15,214","6,900",45.4%,"8,302",54.6%,"1,402",9.2%,R,R1,,ffcccc,0.618,1,1.6
37,1073,Jefferson,AL,37,,1073,Jefferson,AL,"244,166","146,384",60.0%,"96,484",39.5%,"49,900",-20.4%,D,B1,,cce5ff,0.618,5,5.6,"284,711","160,844",56.5%,"122,666",43.1%,"38,178",-13.4%,D,B1,,cce5ff,0.618,5,5.6,"156,182","86,724",55.5%,"68,671",44.0%,"18,053",-11.6%,D,B1,,cce5ff,0.618,3,3.6,"298,415","163,895",54.9%,"134,172",45.0%,"29,723",-10.0%,D,B1,,cce5ff,0.618,5,5.6,"191,251","75,050",39.2%,"113,813",59.5%,"38,763",20.3%,R,R1,,ffcccc,0.618,4,4.6
38,1075,Lamar,AL,38,4,1075,Lamar,AL,"5,357",824,15.4%,"4,532",84.6%,"3,708",69.2%,R,R4,,ff0000,0.618,1,1.6,"5,735",0,0.0%,"5,680",99.0%,"5,625",99.0%,R,R5,,990000,0.618,1,1.6,"3,426",0,0.0%,"3,394",99.1%,"3,362",99.1%,R,R5,,990000,0.618,1,1.6,"7,012","2,978",42.5%,"4,026",57.4%,"1,048",14.9%,R,R1,,ffcccc,0.618,1,1.6,"3,836",0,0.0%,"3,797",99.0%,"3,797",99.0%,R,R5,,990000,0.618,1,1.6
39,1077,Lauderdale,AL,39,5,1077,Lauderdale,AL,"30,804","10,288",33.4%,"20,503",66.6%,"10,215",33.2%,R,R2,,ff9999,0.618,1,1.6,"38,557","11,805",30.6%,"26,710",69.3%,"14,905",38.7%,R,R2,,ff9999,0.618,1,1.6,"20,549",0,0.0%,"14,379",70.0%,"8,278",70.0%,R,R4,,ff0000,0.618,1,1.6,"36,066","12,871",35.7%,"23,138",64.2%,"10,267",28.5%,R,R2,,ff9999,0.618,1,1.6,"27,786","11,875",42.7%,"15,881",57.2%,"4,006",14.4%,R,R1,,ffcccc,0.618,1,1.6
40,1079,Lawrence,AL,40,4,1079,Lawrence,AL,"11,794","3,183",27.0%,"8,605",73.0%,"5,422",46.0%,R,R3,,ff7878,0.618,1,1.6,"10,796",0,0.0%,"10,662",98.8%,"10,528",98.8%,R,R5,,990000,0.618,1,1.6,"6,028",0,0.0%,"5,944",98.6%,"5,860",98.6%,R,R5,,990000,0.618,1,1.6,"13,786","4,988",36.2%,"8,773",63.6%,"3,785",27.5%,R,R2,,ff9999,0.618,1,1.6,"11,532","6,263",54.3%,"5,261",45.6%,"1,002",-8.7%,D,B1,,cce5ff,0.618,1,1.6
41,1081,Lee,AL,41,3,1081,Lee,AL,"49,314","21,002",42.6%,"28,268",57.3%,"7,266",14.7%,R,R1,,ffcccc,0.618,1,1.6,"58,170","21,148",36.4%,"36,909",63.5%,"15,761",27.1%,R,R2,,ff9999,0.618,1,1.6,"26,371","9,922",37.6%,"16,362",62.0%,"6,440",24.4%,R,R2,,ff9999,0.618,1,1.6,"53,328","20,239",38.0%,"32,968",61.8%,"12,729",23.9%,R,R2,,ff9999,0.618,1,1.6,"33,701","12,316",36.5%,"21,324",63.3%,"9,008",26.7%,R,R2,,ff9999,0.618,1,1.6
42,1083,Limestone,AL,42,5,1083,Limestone,AL,"33,527","10,343",30.8%,"23,141",69.0%,"12,798",38.2%,R,R2,,ff9999,0.618,1,1.6,"39,382","10,243",26.0%,"29,093",73.9%,"18,850",47.9%,R,R3,,ff7878,0.618,1,1.6,"20,963",0,0.0%,"16,472",78.6%,"12,054",78.6%,R,R4,,ff0000,0.618,1,1.6,"34,812","9,943",28.6%,"24,848",71.4%,"14,905",42.8%,R,R3,,ff7878,0.618,1,1.6,"25,994","9,607",37.0%,"16,361",62.9%,"6,754",26.0%,R,R2,,ff9999,0.618,1,1.6
43,1085,Lowndes,AL,43,7,1085,Lowndes,AL,"3,908","3,831",98.0%,0,0.0%,"3,754",-98.0%,D,B5,,000080,0.618,1,1.6,"5,235","5,174",98.8%,0,0.0%,"5,113",-98.8%,D,B5,,000080,0.618,1,1.6,"3,391","3,364",99.2%,0,0.0%,"3,337",-99.2%,D,B5,,000080,0.618,1,1.6,"7,191","5,681",79.0%,"1,505",20.9%,"4,176",-58.1%,D,B3,,6a5acd,0.618,1,1.6,"5,222","3,875",74.2%,"1,343",25.7%,"2,532",-48.5%,D,B3,,6a5acd,0.618,1,1.6
44,1087,Macon,AL,44,3,1087,Macon,AL,"7,227","5,988",82.9%,"1,235",17.1%,"4,753",-65.8%,D,B4,,0000cd,0.618,1,1.6,"9,007","7,400",82.2%,"1,600",17.8%,"5,800",-64.4%,D,B4,,0000cd,0.618,1,1.6,"5,611","4,676",83.3%,924,16.5%,"3,752",-66.9%,D,B4,,0000cd,0.618,1,1.6,"10,092","8,378",83.0%,"1,706",16.9%,"6,672",-66.1%,D,B4,,0000cd,0.618,1,1.6,"7,497","6,244",83.3%,"1,249",16.7%,"4,995",-66.6%,D,B4,,0000cd,0.618,1,1.6
